LOCAL_WELL,OWNERS_NAM,DATE_COMPL,GEOLOGIC_U,WATER_LEVE,DATE_MEASU,PUMP_SETTI,PUMP_RATE,YIELD_MEAS,PUMP_HOURS,PUMP_DOWN_,AQUIFER_NA,X,Y
8880Z,CONOCO PHILLIPS,09/04,112SESC,"1.26",10/01/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"683489","3369370"
8881Z,CHEVRON EMC,11/04,112MRVAC,"14.34",12/03/04,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"676144","3374700"
8882Z,CHEVRON EMC,11/04,112MRVAC,"16.96",12/03/04,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"676144","3374700"
8883Z,CHEVRON EMC,11/04,112MRVAC,"12.74",12/03/04,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"676144","3374700"
8884Z,CHEVRON EMC,12/04,112MRVAC,"17.92",12/03/04,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"676144","3374700"
8886Z,BR PUBLIC WORKS,01/05,112PLSC,"12.00",02/17/05,,,,,,PLEISTOCENE SERIES,"678027","3367247"
8888Z,OGDEN PARK CTR,01/05,112SESC,"7.00",01/11/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676976","3369478"
8889Z,OGDEN PARK CTR,01/05,112SESC,"8.00",01/11/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676976","3369478"
8890Z,OGDEN PARK CTR,01/05,112SESC,"6.50",01/11/05,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676976","3369478"
9416Z,"DONNELL, ALICIA",05/09,"00000000","40.00",05/01/09,,,,,,[TO BE DETERMINED],"693644","3367113"
8869Z,EXXON MOBIL,04/04,112SESC,"9.72",11/04/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686472","3371238"
8870Z,EXXON MOBIL,04/04,112SESC,"9.88",11/04/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686472","3371238"
8871Z,EXXON MOBIL,04/04,112SESC,"9.70",11/01/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686472","3371238"
8751Z,"BATON ROUGE, LA",09/03,112PLSC,"9.50",09/12/03,,,,,,PLEISTOCENE SERIES,"682070","3366451"
8752Z,"BATON ROUGE, LA",07/03,112PLSC,"9.83",09/12/03,,,,,,PLEISTOCENE SERIES,"688789","3363855"
8753Z,"BERTONNE, J D L",09/03,112NORC,"10.00",09/16/03,,,,,,NORCO AQUIFER,"682202","3360170"
8754Z,EXXON MOBIL,07/03,112SESC,"11.88",07/25/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677153","3370097"
8755Z,EXXON MOBIL,07/03,112SESC,"5.02",07/25/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677153","3370097"
8756Z,EXXON MOBIL,07/03,112SESC,"5.06",07/25/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677153","3370097"
8762Z,"BATON ROUGE, LA",11/03,112PLSC,"10.00",11/20/03,,,,,,PLEISTOCENE SERIES,"684535","3365938"
8763Z,"BATON ROUGE, LA",11/03,112PLSC,"10.00",11/20/03,,,,,,PLEISTOCENE SERIES,"684535","3365938"
7678Z,"BURKETT, MIKE",01/96,11204BR,"30.00",01/17/96,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"692491","3374916"
7828Z,"HEBERT, BILLY",09/96,11204BR,"31.00",09/07/96,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691878","3374875"
7831Z,UNKNOWN,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686582","3364834"
7832Z,FIRST CH NAZARE,10/96,11200NWM,"0.00",,,,,,,[NO WELL MADE],"684521","3368310"
7833Z,EXXON CHEMICAL,11/96,112MRVA,"18.75",11/08/96,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675303","3375579"
7834Z,EXXON CHEMICAL,11/96,112MRVA,"5.00",11/08/96,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675275","3375640"
7835Z,EXXON CHEMICAL,11/96,112MRVA,"14.12",11/08/96,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675302","3375641"
8524Z,EXXON MOBIL,05/01,112SESC,"5.00",05/14/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677445","3366898"
8525Z,EXXON MOBIL,05/01,112SESC,"6.98",05/14/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677445","3366898"
8530Z,"MAESTRI, L",05/01,112SLBR,"25.00",05/26/01,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"679151","3362183"
8531Z,EXXON MOBIL,06/01,112SESC,"1.75",06/13/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675898","3371770"
8532Z,EXXON MOBIL,06/01,112SESC,"1.30",06/13/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675898","3371770"
8533Z,EXXON MOBIL,06/01,112SESC,,06/13/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675898","3371770"
7337Z,BELLSOUTH,05/94,112SESC,"20.00",05/25/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688550","3374508"
7338Z,"WALKER, E W DR",,"11111111","0.00",,,,,,,[UNKNOWN],"692121","3367179"
7584Z,CHEVRON,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686638","3367792"
7737Z,CHEVRON,03/89,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675678","3375493"
7738Z,CHEVRON,03/89,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675678","3375493"
7745Z,STAR ENTERPRISE,01/95,112SESC,"5.50",01/10/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684444","3368154"
7928Z,BFI,09/97,112SESC,"6.11",09/10/97,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686937","3364409"
8534Z,EXXON MOBIL,06/01,112SESC,"2.34",06/13/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675898","3371770"
7693Z,EXXON CO USA,11/95,112SESC,"6.30",01/31/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680342","3361217"
7694Z,EXXON CO USA,11/95,112SESC,"7.78",12/15/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679765","3370232"
7697Z,EXXON CO USA,,112SESC,"5.05",01/31/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680369","3361187"
7698Z,EXXON CO USA,,112SESC,"5.50",01/31/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680369","3361187"
7699Z,EXXON CO USA,,112SESC,"5.23",01/31/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680369","3361187"
7700Z,EXXON CO USA,,112SESC,"10.45",01/31/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680369","3361187"
7702Z,"WHITAKER, RON",03/96,112SLBR,"31.00",03/21/96,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"694193","3361764"
7703Z,EXXON CO USA,,112SESC,"4.85",02/21/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687178","3365891"
9313Z,"CITY OF BR, DPW",12/07,"00000000","28.50",12/03/07,,,,,,[TO BE DETERMINED],"678909","3359007"
9314Z,"CITY OF BR, DPW",11/07,"00000000","12.60",11/30/07,,,,,,[TO BE DETERMINED],"678883","3358976"
9315Z,"CITY OF BR, DPW",12/07,"00000000","14.30",12/04/07,,,,,,[TO BE DETERMINED],"678883","3359007"
9316Z,"CITY OF BR, DPW",12/07,"00000000","4.00",12/03/07,,,,,,[TO BE DETERMINED],"679019","3358855"
8587Z,EXXON MOBIL,,112SESC,"7.69",10/09/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8588Z,EXXON MOBIL,,112SESC,"7.97",10/09/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8589Z,EXXON MOBIL,,112SESC,"11.24",10/09/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8590Z,EXXON MOBIL,,112SESC,"5.47",10/09/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8591Z,EXXON MOBIL,,112SESC,"7.31",10/09/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8592Z,EXXON MOBIL,,112SESC,"7.15",10/09/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8593Z,EXXON MOBIL,,112SESC,"7.27",01/10/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8594Z,EXXON MOBIL,,112SESC,"2.35",10/09/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8595Z,EXXON MOBIL,,112SESC,"5.86",10/09/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8596Z,EXXON MOBIL,,112SESC,"3.47",10/09/01,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688792","3369800"
8600Z,EXXON MOBIL,12/01,112SESC,"6.22",01/29/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680181","3372518"
8601Z,EXXON MOBIL,12/01,112SESC,"6.00",01/29/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680181","3372518"
8431Z,HONEYWELL,05/00,112MRVAC,,05/24/00,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"683842","3373719"
8436Z,CHEVRON PRODUCT,05/00,112SESC,"5.80",05/15/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681920","3367465"
7571Z,STAR ENTERPRISE,12/94,112SESC,"2.20",03/14/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678592","3366917"
7573Z,STAR ENTERPRISE,12/94,112SESC,"8.00",12/09/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678592","3366917"
7574Z,STAR ENTERPRISE,12/94,112SESC,"0.81",03/09/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678592","3366917"
7575Z,STAR ENTERPRISE,12/94,112SESC,"6.00",12/15/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678566","3366917"
7866Z,"TITTLEBAUM, M",04/87,11200NWM,"0.00",,,,,,,[NO WELL MADE],"682586","3361193"
8648Z,"HENDRICK, NEAL",08/02,112SESC,"4.00",08/16/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677067","3367169"
8490Z,EXXON MOBIL,10/00,112SESC,"10.55",10/23/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680181","3372518"
8491Z,EXXON MOBIL,10/00,112SESC,"10.70",10/23/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680181","3372518"
8492Z,EXXON MOBIL,10/00,112SESC,"10.55",10/23/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680181","3372518"
8493Z,EXXON MOBIL,10/00,112SESC,"11.37",10/23/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680181","3372518"
8494Z,EXXON MOBIL,10/00,112SESC,"11.81",10/23/00,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680181","3372518"
8496Z,"IOPPOLO, TONY",01/01,112SLBR,"15.00",01/07/01,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"681576","3360899"
7424Z,STAR ENTERPRISE,08/93,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680085","3370268"
7425Z,STAR ENTERPRISE,03/91,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680085","3370268"
7426Z,STAR ENTERPRISE,03/91,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"680085","3370268"
7427Z,CHEVRON,07/94,112SESC,"4.00",07/20/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679927","3373376"
7429Z,"TRAHAN, TERRY M",08/94,11204BR,"29.00",08/25/94,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"691850","3374967"
7430Z,COLMON OLDS,,112SLBR,"0.00",,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"686932","3364717"
7432Z,FUELMAN,08/94,112SESC,"6.00",08/18/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678751","3370277"
7433Z,FUELMAN,08/94,112SESC,"6.00",08/18/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678725","3370245"
7434Z,FUELMAN,08/94,112SESC,"6.00",08/18/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678751","3370246"
7435Z,FUELMAN,08/94,112SESC,"6.00",08/18/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678751","3370246"
7436Z,FUELMAN,08/94,112SESC,"6.00",08/18/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678751","3370246"
8653Z,EXXON MOBIL,09/02,112MRVAC,"7.95",09/13/02,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"678360","3366421"
8654Z,EXXON MOBIL,09/02,112MRVAC,"4.87",09/13/02,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"678360","3366421"
7748Z,EXXON CO USA,04/95,112MRVAC,"9.58",04/26/95,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675303","3373947"
7749Z,EXXON CO USA,04/95,112MRVAC,"7.75",04/26/95,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675330","3373886"
7750Z,EXXON CO USA,03/95,112MRVA,"11.08",04/26/95,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"675329","3373947"
7752Z,LENNAR CENTRAL,02/96,112SESC,"14.00",02/26/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682459","3370338"
7756Z,LENNAR CENTRAL,04/96,112SESC,"15.00",04/02/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"682459","3370338"
7796Z,EXXON CO USA,09/96,112SESC,"1.10",09/23/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686500","3371177"
7797Z,EXXON CO USA,09/96,112SESC,"9.20",09/23/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686474","3371177"
9380Z,EXXONMOBIL CORP,06/08,"00000000","14.00",09/19/08,,,,,,[TO BE DETERMINED],"675382","3375642"
9381Z,EXXONMOBIL CORP,06/08,"00000000","17.00",09/19/08,,,,,,[TO BE DETERMINED],"675381","3375673"
8845Z,SOUTHLAND CORP,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684989","3361172"
8846Z,SOUTHLAND CORP,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684989","3361172"
9020Z,GREEN OAKS MEMO,11/05,11204BR,"0.00",,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"684444","3371265"
8861Z,CONOCO PHILLIPS,09/04,112SESC,"5.88",09/30/04,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676998","3374683"
7704Z,EXXON CO USA,,112SESC,"5.08",02/21/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687178","3365891"
7705Z,EXXON CO USA,,112SESC,"4.03",11/20/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687178","3365891"
7706Z,EXXON CO USA,,112SESC,"4.14",02/21/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687178","3365891"
7707Z,EXXON CO USA,,112SESC,"3.89",02/21/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"687178","3365891"
7708Z,EXXON CO USA,,112SESC,"4.70",02/17/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681618","3367953"
7709Z,EXXON CO USA,,112SESC,"2.96",04/03/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"681670","3368015"
7710Z,EXXON CO USA,03/96,112SESC,"3.40",03/21/96,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685065","3370875"
7623Z,K MART,08/95,112SESC,"7.17",08/10/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679764","3370293"
7624Z,K MART,08/95,112SESC,"1.93",08/10/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"679764","3370293"
7625Z,SOUTHLAND CORP,11/94,112SESC,"4.00",11/22/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678703","3371539"
7626Z,SOUTHLAND CORP,11/94,112SESC,"5.00",11/22/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678703","3371539"
7627Z,SOUTHLAND CORP,11/94,112SESC,"5.00",11/22/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678703","3371539"
7628Z,SOUTHLAND CORP,04/95,112SESC,"5.74",04/02/95,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677175","3375240"
8634Z,"LAPLACE, AD",01/02,11206BR,"15.00",01/15/02,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"693431","3364060"
7799Z,"NGUYEN, TAI",08/96,112SLBR,"17.00",09/00/96,,,,,,SHALLOW SANDS OF BATON ROUGE AREA,"686240","3359900"
8684Z,"PLANK OHM, INC",11/02,11204BR,"4.00",12/12/02,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"676976","3369478"
8685Z,"PLANK OHM, INC",11/02,11204BR,"5.00",12/12/02,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"676976","3369478"
8686Z,"PLANK OHM, INC",11/02,11204BR,"5.00",12/12/02,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"676976","3369478"
8687Z,"PLANK OHM, INC",11/02,11204BR,"4.00",12/12/02,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"676975","3369508"
8688Z,"PLANK OHM, INC",11/02,11204BR,"5.00",12/12/02,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"677003","3369478"
8689Z,"PLANK OHM, INC",11/02,11204BR,"5.00",12/12/02,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"677002","3369509"
8690Z,"PLANK OHM, INC",11/02,11204BR,"3.00",12/12/02,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"676976","3369447"
8691Z,"PLANK OHM, INC",11/02,11204BR,"3.00",12/12/02,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"676949","3369477"
9244Z,PARISH WATER,,"00000000","0.00",,,,,,,[TO BE DETERMINED],"688708","3363916"
9245Z,EXXONMOBILE,04/07,112MRVAC,"3.52",04/12/07,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675016","3366920"
9246Z,EXXONMOBILE,04/07,112MRVAC,"10.55",04/12/07,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675016","3366920"
9247Z,EXXONMOBILE,04/07,112MRVAC,"1.23",04/12/07,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675016","3366920"
8635Z,SPEEDWAY SUPER,03/02,112SESC,"7.79",04/01/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685215","3366720"
8636Z,SPEEDWAY SUPER,03/02,112SESC,"6.93",04/01/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685189","3366720"
8637Z,SPEEDWAY SUPER,03/02,112SESC,"6.73",04/01/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685215","3366720"
8638Z,SPEEDWAY SUPER,03/02,112SESC,"7.08",04/01/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685243","3366690"
8639Z,SPEEDWAY SUPER,03/02,112SESC,"7.69",04/01/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"685216","3366689"
8640Z,MOTIVA ENTERPRI,07/02,112SESC,"4.65",07/26/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675004","3364333"
8641Z,MOTIVA ENTERPRI,07/02,112SESC,"4.81",07/26/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675004","3364364"
8642Z,MOTIVA ENTERPRI,07/02,112SESC,"4.99",07/26/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675004","3364333"
8643Z,MOTIVA ENTERPRI,07/02,112SESC,"4.75",07/26/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675005","3364303"
8644Z,CRACKER BARREL,08/02,112MRVAC,"10.00",08/01/02,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"680605","3359836"
8694Z,WILLIAMS TRAVEL,06/02,112SESC,"5.21",06/20/02,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677457","3369455"
7378Z,MAPCO PETRO,02/94,112SESC,"4.39",03/09/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"677244","3369390"
7380Z,EXXON CHEMICAL,08/94,112SESC,"2.90",08/19/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675291","3374686"
7381Z,EXXON CHEMICAL,08/94,112SESC,"2.00",08/19/94,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"675265","3374655"
9248Z,EXXONMOBILE,04/07,112MRVAC,"3.69",04/12/07,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER SURFICIAL CONFINING,"675016","3366920"
9249Z,DELTA CONCRETE,06/07,112SESC,"5.80",06/06/07,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"688315","3363478"
8838Z,SOUTHLAND CORP,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678622","3371630"
8839Z,SOUTHLAND CORP,,112SESC,"0.00",,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"684989","3361172"
8780Z,CHEVRON PRODUCT,11/03,112SESC,"3.34",12/09/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678672","3366980"
8781Z,"HICKS, CHRIS",10/03,11206BR,"25.00",10/30/03,,,,,,600-FOOT SAND OF BATON ROUGE AREA,"690087","3359843"
8783Z,PROTECH,12/03,112SESC,"8.77",12/04/03,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"686242","3365998"
8244Z,"CABELLERO, D",08/99,11204BR,"20.00",08/09/99,,,,,,400-FOOT SAND OF BATON ROUGE AREA,"685853","3359093"
8245Z,"HENDRICK, NEAL",09/99,112SESC,"6.20",09/17/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676986","3367230"
8246Z,"HENDRICK, NEAL",09/99,112SESC,"6.10",09/17/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676986","3367230"
8247Z,MARABELLAS 66,09/99,112SESC,"6.00",09/17/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"676986","3367230"
8747Z,"BATON ROUGE, LA",09/03,112MRVA,"13.94",09/12/03,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"682158","3361186"
8748Z,"BATON ROUGE, LA",09/03,112PLSC,"8.02",09/12/03,,,,,,PLEISTOCENE SERIES,"678644","3367010"
8749Z,"BATON ROUGE, LA",08/03,112MRVA,"15.32",09/12/03,,,,,,MISSISSIPPI RIVER ALLUVIAL AQUIFER,"679256","3359044"
8361Z,SOUTHLAND CORP,04/99,112SESC,,04/09/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678730","3371508"
8362Z,SOUTHLAND CORP,04/99,112SESC,,04/09/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678702","3371600"
8363Z,SOUTHLAND CORP,04/99,112SESC,,04/09/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678702","3371600"
8364Z,SOUTHLAND CORP,04/99,112SESC,,04/09/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678730","3371539"
8365Z,SOUTHLAND CORP,04/99,112SESC,,04/09/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678704","3371508"
8366Z,SOUTHLAND CORP,04/99,112SESC,,04/09/99,,,,,,SOUTHEAST LOUISIANA AQUIFER SYSTEM SURFICIAL CONFI,"678703","3371569"
